Crypto,Date,Open,High,Low,Close
LTC,2021-11-23,208.54,214.99,205.74,214.52
LTC,2021-11-22,227.05,227.75,205.65,208.59
LTC,2021-11-21,226.14,230.25,219.77,227.05
LTC,2021-11-20,217.44,227.78,213.42,225.97
LTC,2021-11-19,205.1,221.31,199.88,217.2
LTC,2021-11-18,226.42,232.2,200.15,205.09
LTC,2021-11-17,233.6,235.17,218.97,226.42
LTC,2021-11-16,263.17,265.63,224.75,233.51
LTC,2021-11-15,272.66,281.32,259.32,263.42
LTC,2021-11-14,257.05,273.49,248.64,272.15
LTC,2021-11-13,252.3,263.99,245.45,256.87
LTC,2021-11-12,265.2,282.6,244.45,252.31
LTC,2021-11-11,256.3,274.12,251.1,265.2
LTC,2021-11-10,269.56,295.35,254.62,257.59
LTC,2021-11-09,225.33,274.4,224.62,269.7
LTC,2021-11-08,201.71,229.58,200.63,225.33
LTC,2021-11-07,196.91,201.76,196.91,201.71
LTC,2021-11-06,197.18,201.26,191.56,196.91
LTC,2021-11-05,201.54,204.09,197.01,197.34
LTC,2021-11-04,208.45,208.81,196.58,201.54
LTC,2021-11-03,200.34,209.3,197.38,208.51
LTC,2021-11-02,193.41,204.68,192.66,200.64
LTC,2021-11-01,191.55,200.58,188.3,193.32
LTC,2021-10-31,191.73,195.08,186.85,191.46
LTC,2021-10-30,194.6,198.5,189.24,191.73
LTC,2021-10-29,192.4,196.52,188.71,194.6
LTC,2021-10-28,183.75,194.36,178.0,192.48
LTC,2021-10-27,196.18,204.88,174.12,183.8
LTC,2021-10-26,194.46,197.39,190.62,196.18
LTC,2021-10-25,189.54,197.12,189.12,194.46
LTC,2021-10-24,195.11,199.6,185.47,189.51
LTC,2021-10-23,192.67,197.42,188.22,195.1
LTC,2021-10-22,198.44,201.37,190.61,192.67
LTC,2021-10-21,207.18,214.45,195.88,198.44
LTC,2021-10-20,186.08,209.11,185.87,207.35
LTC,2021-10-19,185.18,191.46,183.32,186.08
LTC,2021-10-18,178.9,187.42,178.8,185.05
LTC,2021-10-17,186.44,187.88,177.33,178.9
LTC,2021-10-16,192.17,192.28,185.14,186.72
LTC,2021-10-15,179.54,192.63,176.87,191.41
LTC,2021-10-14,176.2,185.89,175.95,179.54
LTC,2021-10-13,172.18,178.67,167.84,176.17
LTC,2021-10-12,175.73,179.43,166.74,172.11
LTC,2021-10-11,178.37,185.17,173.22,176.0
LTC,2021-10-10,181.11,183.84,176.6,178.37
LTC,2021-10-09,175.31,182.76,174.69,181.11
LTC,2021-10-08,179.96,183.38,174.51,175.38
LTC,2021-10-07,181.43,186.93,173.43,179.96
LTC,2021-10-06,174.66,182.86,164.0,181.43
LTC,2021-10-05,168.08,175.4,166.0,174.66
LTC,2021-10-04,171.0,171.54,161.55,168.08
LTC,2021-10-03,170.89,174.9,166.02,171.0
LTC,2021-10-02,166.14,172.63,164.78,170.89
LTC,2021-10-01,151.23,167.17,151.22,166.14
LTC,2021-09-30,143.34,154.37,143.01,151.23
LTC,2021-09-29,144.32,149.82,139.99,143.34
LTC,2021-09-28,147.75,149.85,142.27,144.32
LTC,2021-09-27,152.57,154.91,147.19,147.75
LTC,2021-09-26,151.34,153.47,142.37,152.57
LTC,2021-09-25,151.36,155.97,149.06,151.7
LTC,2021-09-24,163.6,166.38,142.04,151.37
LTC,2021-09-23,160.36,164.72,157.45,163.6
LTC,2021-09-22,151.32,161.8,145.0,160.36
LTC,2021-09-21,158.4,162.04,150.56,151.32
LTC,2021-09-20,177.01,177.62,153.88,157.87
LTC,2021-09-19,179.69,181.6,174.69,177.01
LTC,2021-09-18,179.0,185.51,178.07,179.69
LTC,2021-09-17,182.14,190.15,178.25,179.14
LTC,2021-09-16,184.23,195.11,181.75,182.28
LTC,2021-09-15,181.48,185.96,179.61,184.39
LTC,2021-09-14,183.36,187.87,176.31,181.51
LTC,2021-09-13,177.74,236.12,171.03,183.08
LTC,2021-09-12,182.45,185.83,175.37,176.94
LTC,2021-09-11,173.4,186.0,171.27,182.45
LTC,2021-09-10,180.39,187.27,171.54,173.5
LTC,2021-09-09,179.87,188.64,176.85,180.39
LTC,2021-09-08,177.6,188.52,169.9,180.19
LTC,2021-09-07,222.69,223.38,164.33,177.04
LTC,2021-09-06,225.73,232.41,216.78,222.69
LTC,2021-09-05,214.16,229.23,210.76,225.28
LTC,2021-09-04,212.33,225.07,207.03,213.97
LTC,2021-09-03,187.74,217.63,180.08,212.41
LTC,2021-09-02,180.11,187.6,179.55,187.6
LTC,2021-09-01,171.88,180.82,168.91,180.18
LTC,2021-08-31,175.01,175.27,165.76,171.64
LTC,2021-08-30,175.48,177.81,167.8,175.01
LTC,2021-08-29,172.78,182.76,172.78,175.48
LTC,2021-08-28,175.07,177.0,171.54,172.83
LTC,2021-08-27,169.81,175.6,165.25,175.04
LTC,2021-08-26,177.05,180.15,165.32,169.81
LTC,2021-08-25,176.74,178.87,169.89,177.03
LTC,2021-08-24,186.3,188.44,172.54,176.78
LTC,2021-08-23,179.82,191.68,179.02,186.14
LTC,2021-08-22,178.3,189.56,177.82,179.82
LTC,2021-08-21,180.84,184.43,176.98,177.94
LTC,2021-08-20,174.0,183.97,173.36,180.84
LTC,2021-08-19,165.05,174.96,162.8,174.01
LTC,2021-08-18,172.99,174.48,163.22,165.19
LTC,2021-08-17,179.94,184.24,169.91,173.02
LTC,2021-08-16,183.63,188.94,177.73,179.94
LTC,2021-08-15,178.86,186.38,175.29,183.42
LTC,2021-08-14,181.29,185.0,175.2,178.82
LTC,2021-08-13,165.98,182.7,161.97,181.09
LTC,2021-08-12,174.26,179.61,160.85,165.68
LTC,2021-08-11,167.02,176.0,164.29,174.26
LTC,2021-08-10,164.29,168.49,159.04,166.75
LTC,2021-08-09,148.68,170.52,145.41,164.56
LTC,2021-08-08,154.6,157.56,147.36,148.68
LTC,2021-08-07,148.66,156.21,147.0,154.6
LTC,2021-08-06,144.34,150.72,142.02,148.66
LTC,2021-08-05,143.64,144.78,136.32,144.33
LTC,2021-08-04,139.16,144.0,135.65,143.63
LTC,2021-08-03,139.78,143.2,135.86,139.16
LTC,2021-08-02,146.2,146.72,138.22,139.78
LTC,2021-08-01,143.91,149.79,143.09,146.2
LTC,2021-07-31,142.52,146.53,142.01,143.91
LTC,2021-07-30,140.94,143.66,136.02,142.48
LTC,2021-07-29,138.29,141.95,136.96,140.94
LTC,2021-07-28,133.06,140.43,132.55,138.44
LTC,2021-07-27,132.62,134.54,127.45,133.14
LTC,2021-07-26,124.7,140.32,124.56,132.54
LTC,2021-07-25,123.85,127.99,123.66,124.7
LTC,2021-07-24,120.0,127.74,119.86,123.85
LTC,2021-07-23,120.18,123.52,117.07,120.0
LTC,2021-07-22,116.51,121.9,115.68,120.18
LTC,2021-07-21,109.18,119.1,105.15,116.59
LTC,2021-07-20,113.8,114.98,103.95,109.18
LTC,2021-07-19,119.15,121.99,111.91,113.8
LTC,2021-07-18,121.24,124.03,116.75,119.4
LTC,2021-07-17,123.51,124.26,117.78,121.27
LTC,2021-07-16,125.28,127.69,120.97,123.51
LTC,2021-07-15,131.18,132.98,122.09,125.28
LTC,2021-07-14,131.31,131.97,124.0,131.37
LTC,2021-07-13,132.55,134.5,129.61,131.16
LTC,2021-07-12,133.74,139.62,131.87,132.55
LTC,2021-07-11,133.9,135.83,132.25,133.74
LTC,2021-07-10,133.66,136.67,130.52,132.18
LTC,2021-07-09,131.58,135.36,126.3,133.66
LTC,2021-07-08,139.6,139.6,128.01,131.58
LTC,2021-07-07,137.23,142.9,135.9,139.6
LTC,2021-07-06,138.8,142.69,135.77,137.23
LTC,2021-07-05,146.07,147.98,134.29,138.8
LTC,2021-07-04,139.73,147.0,136.99,146.07
LTC,2021-07-03,133.17,141.34,133.08,139.72
LTC,2021-07-02,136.42,138.93,130.69,133.17
LTC,2021-07-01,142.34,144.51,134.35,136.12
LTC,2021-06-30,144.74,146.76,136.17,142.43
LTC,2021-06-29,137.31,149.16,135.93,144.74
LTC,2021-06-28,125.5,138.9,125.06,137.31
LTC,2021-06-27,124.2,129.94,124.14,125.5
LTC,2021-06-26,128.63,129.31,118.87,121.99
LTC,2021-06-25,136.06,138.33,125.21,128.83
LTC,2021-06-24,125.34,137.31,123.8,136.06
LTC,2021-06-23,122.51,133.74,117.5,125.34
LTC,2021-06-22,134.0,134.0,105.04,122.51
LTC,2021-06-21,155.89,156.0,127.96,134.22
LTC,2021-06-20,156.4,156.43,143.97,155.89
LTC,2021-06-19,154.27,160.88,153.58,156.4
LTC,2021-06-18,164.36,167.42,151.91,154.27
LTC,2021-06-17,167.9,173.31,163.08,164.17
LTC,2021-06-16,173.22,177.14,164.68,168.25
LTC,2021-06-15,173.87,180.95,172.37,173.22
LTC,2021-06-14,173.28,177.82,172.96,173.7
LTC,2021-06-13,162.55,171.24,157.4,171.24
LTC,2021-06-12,163.75,163.75,154.8,162.55
LTC,2021-06-11,167.17,172.5,165.25,163.75
LTC,2021-06-10,169.75,174.45,162.38,166.85
LTC,2021-06-09,161.7,172.96,152.67,169.79
LTC,2021-06-08,168.42,169.21,145.46,161.6
LTC,2021-06-07,175.0,182.21,166.84,168.71
LTC,2021-06-06,173.66,179.98,168.37,175.0
LTC,2021-06-05,179.34,185.42,170.67,173.89
LTC,2021-06-04,190.5,193.74,169.66,179.34
LTC,2021-06-03,186.14,197.7,182.41,190.45
LTC,2021-06-02,180.73,191.18,178.66,186.14
LTC,2021-06-01,182.2,193.0,176.01,180.83
LTC,2021-05-31,173.4,187.01,164.09,182.2
LTC,2021-05-30,161.62,181.04,156.01,174.14
LTC,2021-05-29,175.92,188.43,157.9,161.41
LTC,2021-05-28,192.5,198.47,165.97,176.08
LTC,2021-05-27,194.95,208.43,180.78,192.42
LTC,2021-05-26,173.74,204.14,172.59,194.46
LTC,2021-05-25,178.41,194.6,167.64,173.55
LTC,2021-05-24,137.93,182.99,137.34,178.02
LTC,2021-05-23,174.5,176.14,118.93,138.04
LTC,2021-05-22,168.8,184.47,157.0,174.46
LTC,2021-05-21,208.03,219.25,167.8,168.5
LTC,2021-05-20,199.68,225.01,167.49,207.98
LTC,2021-05-19,294.97,300.42,140.22,198.49
LTC,2021-05-18,289.52,318.17,274.26,294.51
LTC,2021-05-17,284.54,296.94,262.38,291.25
LTC,2021-05-16,309.22,323.68,282.1,283.39
LTC,2021-05-15,318.79,331.78,296.86,309.58
LTC,2021-05-14,305.49,339.28,300.26,318.89
LTC,2021-05-13,356.98,359.99,292.44,305.38
LTC,2021-05-12,373.35,394.06,338.62,357.44
LTC,2021-05-11,359.8,375.51,345.76,373.64
LTC,2021-05-10,361.8,413.22,341.31,360.8
LTC,2021-05-09,346.04,369.34,335.13,361.52
LTC,2021-05-08,348.97,356.67,334.02,345.93
LTC,2021-05-07,329.4,372.7,329.4,348.97
LTC,2021-05-06,347.75,364.71,323.32,329.26
LTC,2021-05-05,316.07,359.97,301.42,347.75
LTC,2021-05-04,289.85,325.54,274.29,314.84
LTC,2021-05-03,271.07,299.7,267.26,290.18
LTC,2021-05-02,273.13,278.34,265.23,271.07
LTC,2021-05-01,266.68,274.99,265.08,273.0
LTC,2021-04-30,250.85,271.09,250.11,266.52
LTC,2021-04-29,253.28,262.86,248.96,250.85
LTC,2021-04-28,260.23,266.74,248.43,253.28
LTC,2021-04-27,240.33,263.04,237.56,261.16
LTC,2021-04-26,217.79,248.34,211.88,240.62
LTC,2021-04-25,231.78,235.76,217.89,218.83
LTC,2021-04-24,236.03,241.59,221.11,231.16
LTC,2021-04-23,255.5,259.2,211.85,235.65
LTC,2021-04-22,266.11,289.44,251.95,257.7
LTC,2021-04-21,266.76,276.71,251.3,265.08
LTC,2021-04-20,271.71,272.72,234.73,266.72
LTC,2021-04-19,273.65,282.29,251.38,270.46
LTC,2021-04-18,313.71,321.71,233.86,273.51
LTC,2021-04-17,310.2,335.25,297.5,314.3
LTC,2021-04-16,286.98,316.7,267.8,309.41
LTC,2021-04-15,266.98,288.57,266.34,287.62
LTC,2021-04-14,266.42,282.8,257.11,266.98
LTC,2021-04-13,244.69,273.14,243.52,266.42
LTC,2021-04-12,250.29,258.51,240.37,244.36
LTC,2021-04-11,237.79,263.1,237.77,250.86
LTC,2021-04-10,223.42,249.41,218.7,238.59
LTC,2021-04-09,223.73,228.98,221.62,223.4
LTC,2021-04-08,220.3,227.38,217.17,223.72
LTC,2021-04-07,242.94,243.26,211.96,219.99
LTC,2021-04-06,217.54,244.28,215.34,242.99
LTC,2021-04-05,201.23,220.72,198.05,217.54
LTC,2021-04-04,202.46,204.72,192.59,201.23
LTC,2021-04-03,206.64,217.64,200.19,202.9
LTC,2021-04-02,201.2,211.52,199.8,207.16
LTC,2021-04-01,195.81,204.96,194.31,201.28
LTC,2021-03-31,194.5,198.9,187.65,195.72
LTC,2021-03-30,194.04,199.97,190.26,194.45
LTC,2021-03-29,180.89,197.42,180.89,193.9
LTC,2021-03-28,183.34,187.19,180.08,180.89
LTC,2021-03-27,182.98,184.51,177.76,183.34
LTC,2021-03-26,174.39,183.04,171.5,182.91
LTC,2021-03-25,187.43,188.09,167.79,174.38
LTC,2021-03-24,183.88,196.89,180.63,188.18
LTC,2021-03-23,185.11,189.5,182.95,183.54
LTC,2021-03-22,198.23,198.75,186.48,186.6
LTC,2021-03-21,201.28,203.38,192.37,198.03
LTC,2021-03-20,201.05,206.15,199.0,201.28
LTC,2021-03-19,199.39,204.9,195.98,201.1
LTC,2021-03-18,202.9,208.01,199.4,199.6
LTC,2021-03-17,199.75,206.54,194.54,202.91
LTC,2021-03-16,202.84,205.01,191.28,199.97
LTC,2021-03-15,218.85,222.26,197.79,202.84
LTC,2021-03-14,226.0,228.45,215.1,218.87
LTC,2021-03-13,223.39,229.92,212.94,225.83
LTC,2021-03-12,200.79,223.39,198.77,223.15
LTC,2021-03-11,203.71,205.09,191.24,200.8
LTC,2021-03-10,199.31,208.14,191.91,203.23
LTC,2021-03-09,189.15,203.34,188.48,199.17
LTC,2021-03-08,187.06,195.0,180.12,188.82
LTC,2021-03-07,180.69,189.6,180.65,187.06
LTC,2021-03-06,180.32,184.58,174.71,180.42
LTC,2021-03-05,179.11,182.0,168.83,180.34
LTC,2021-03-04,189.47,194.34,177.01,179.1
LTC,2021-03-03,172.67,196.26,172.53,189.3
LTC,2021-03-02,172.35,185.0,170.81,172.9
LTC,2021-03-01,165.83,176.39,163.3,172.35
LTC,2021-02-28,173.97,173.97,153.16,165.83
LTC,2021-02-27,167.55,180.31,166.0,173.97
LTC,2021-02-26,185.67,190.33,162.93,167.29
LTC,2021-02-25,176.8,204.9,172.14,186.19
LTC,2021-02-24,173.66,189.54,169.35,177.23
LTC,2021-02-23,209.32,209.81,159.48,173.76
LTC,2021-02-22,226.79,228.25,155.0,209.77
LTC,2021-02-21,232.31,233.53,217.74,226.79
LTC,2021-02-20,238.1,247.05,229.29,232.36
LTC,2021-02-19,229.54,241.74,220.55,238.0
LTC,2021-02-18,236.2,238.86,221.38,229.41
LTC,2021-02-17,206.23,237.0,203.56,236.74
LTC,2021-02-16,211.71,221.94,200.45,206.47
LTC,2021-02-15,218.37,220.24,188.59,211.84
LTC,2021-02-14,221.87,230.72,209.01,218.66
LTC,2021-02-13,195.13,227.32,192.37,221.97
LTC,2021-02-12,182.86,198.09,177.38,195.09
LTC,2021-02-11,180.12,193.03,176.29,182.89
LTC,2021-02-10,176.77,194.92,171.6,180.12
LTC,2021-02-09,164.45,178.29,163.32,177.26
LTC,2021-02-08,150.71,168.04,148.13,164.57
LTC,2021-02-07,158.08,159.24,145.6,150.7
LTC,2021-02-06,152.99,164.11,150.29,158.28
LTC,2021-02-05,148.6,156.8,143.81,153.02
LTC,2021-02-04,155.08,158.66,142.44,148.6
LTC,2021-02-03,142.21,156.17,142.14,155.0
LTC,2021-02-02,131.96,145.92,131.86,142.17
LTC,2021-02-01,127.73,136.42,126.03,131.78
LTC,2021-01-31,134.21,135.0,125.85,127.72
LTC,2021-01-30,136.28,138.76,128.48,134.21
LTC,2021-01-29,133.15,145.49,131.75,136.28
LTC,2021-01-28,123.97,133.16,121.04,133.16
LTC,2021-01-27,133.49,136.44,118.23,123.96
LTC,2021-01-26,138.58,139.62,128.5,133.82
LTC,2021-01-25,138.27,147.6,136.99,138.55
LTC,2021-01-24,139.52,142.54,134.08,138.25
LTC,2021-01-23,138.27,143.16,135.24,139.52
LTC,2021-01-22,131.95,141.83,122.68,138.31
LTC,2021-01-21,146.66,150.22,129.96,132.08
LTC,2021-01-20,158.62,159.88,138.83,146.66
LTC,2021-01-19,149.1,166.08,148.72,158.84
LTC,2021-01-18,145.43,154.63,138.48,149.1
LTC,2021-01-17,144.05,146.92,136.62,145.43
LTC,2021-01-16,141.05,152.57,139.6,143.51
LTC,2021-01-15,149.94,155.29,130.86,141.05
LTC,2021-01-14,145.35,156.62,143.5,149.92
LTC,2021-01-13,137.09,145.54,125.87,145.25
LTC,2021-01-12,131.1,146.8,128.12,137.0
LTC,2021-01-11,169.08,172.53,113.66,131.26
LTC,2021-01-10,178.06,185.97,162.29,169.08
LTC,2021-01-09,169.4,177.85,163.71,177.73
LTC,2021-01-08,173.44,181.59,151.05,169.23
LTC,2021-01-07,165.55,181.04,162.5,172.96
LTC,2021-01-06,158.14,169.9,155.5,165.56
LTC,2021-01-05,150.41,160.0,146.79,158.1
LTC,2021-01-04,155.89,174.11,141.0,150.4
LTC,2021-01-03,134.76,159.76,134.1,155.9
LTC,2021-01-02,125.62,140.91,123.69,134.69
LTC,2021-01-01,124.22,133.85,123.21,125.7
LTC,2020-12-31,127.58,130.28,122.21,124.22
LTC,2020-12-30,126.31,132.77,123.01,127.57
LTC,2020-12-29,129.09,131.21,120.04,126.31
LTC,2020-12-28,127.07,136.88,126.33,129.07
LTC,2020-12-27,132.8,139.18,122.42,127.0
LTC,2020-12-26,121.29,134.85,121.09,132.58
LTC,2020-12-25,106.95,124.79,106.95,121.38
LTC,2020-12-24,103.36,109.61,96.36,107.02
LTC,2020-12-23,108.77,117.11,100.71,103.36
LTC,2020-12-22,107.06,113.43,98.63,108.73
